Microrregião[1][2];Código;Municípios;Consultor;Estado
Santa Rosa;1;Alecrim;Roberta;RS
Santa Rosa;1;Cândido Godói;Roberta;RS
Santa Rosa;1;Independência;Roberta;RS
Santa Rosa;1;Novo Machado;Roberta;RS
Santa Rosa;1;Porto Lucena;Roberta;RS
Santa Rosa;1;Porto Mauá;Roberta;RS
Santa Rosa;1;Porto Vera Cruz;Roberta;RS
Santa Rosa;1;Santa Rosa;Roberta;RS
Santa Rosa;1;Santo Cristo;Roberta;RS
Santa Rosa;1;São José do Inhacorá;Roberta;RS
Santa Rosa;1;Três de Maio;Roberta;RS
Santa Rosa;1;Tucunduva;Roberta;RS
Santa Rosa;1;Tuparendi;Roberta;RS
Três Passos;2;Barra do Guarita;Roberta;RS
Três Passos;2;Boa Vista do Buricá;Roberta;RS
Três Passos;2;Bom Progresso;Roberta;RS
Três Passos;2;Braga;Roberta;RS
Três Passos;2;Campo Novo;Roberta;RS
Três Passos;2;Crissiumal;Roberta;RS
Três Passos;2;Derrubadas;Roberta;RS
Três Passos;2;Doutor Maurício Cardoso;Roberta;RS
Três Passos;2;Esperança do Sul;Roberta;RS
Três Passos;2;Horizontina;Roberta;RS
Três Passos;2;Humaitá;Roberta;RS
Três Passos;2;Miraguaí;Roberta;RS
Três Passos;2;Nova Candelária;Roberta;RS
Três Passos;2;Redentora;Roberta;RS
Três Passos;2;São Martinho;Roberta;RS
Três Passos;2;Sede Nova;Roberta;RS
Três Passos;2;Tenente Portela;Roberta;RS
Três Passos;2;Tiradentes do Sul;Roberta;RS
Três Passos;2;Três Passos;Roberta;RS
Três Passos;2;Vista Gaúcha;Roberta;RS
Frederico Westphalen;3;Alpestre;Roberta;RS
Frederico Westphalen;3;Ametista do Sul;Roberta;RS
Frederico Westphalen;3;Caiçara;Roberta;RS
Frederico Westphalen;3;Constantina;Roberta;RS
Frederico Westphalen;3;Cristal do Sul;Roberta;RS
Frederico Westphalen;3;Dois Irmãos das Missões;Roberta;RS
Frederico Westphalen;3;Engenho Velho;Roberta;RS
Frederico Westphalen;3;Erval Seco;Roberta;RS
Frederico Westphalen;3;Frederico Westphalen;Roberta;RS
Frederico Westphalen;3;Gramado dos Loureiros;Roberta;RS
Frederico Westphalen;3;Iraí;Roberta;RS
Frederico Westphalen;3;Liberato Salzano;Roberta;RS
Frederico Westphalen;3;Nonoai;Roberta;RS
Frederico Westphalen;3;Novo Tiradentes;Roberta;RS
Frederico Westphalen;3;Novo Xingu;Roberta;RS
Frederico Westphalen;3;Palmitinho;Roberta;RS
Frederico Westphalen;3;Pinheirinho do Vale;Roberta;RS
Frederico Westphalen;3;Planalto;Roberta;RS
Frederico Westphalen;3;Rio dos Índios;Roberta;RS
Frederico Westphalen;3;Rodeio Bonito;Roberta;RS
Frederico Westphalen;3;Rondinha;Roberta;RS
Frederico Westphalen;3;Seberi;Roberta;RS
Frederico Westphalen;3;Taquaruçu do Sul;Roberta;RS
Frederico Westphalen;3;Três Palmeiras;Roberta;RS
Frederico Westphalen;3;Trindade do Sul;Roberta;RS
Frederico Westphalen;3;Vicente Dutra;Roberta;RS
Frederico Westphalen;3;Vista Alegre;Roberta;RS
Erechim;4;Aratiba;Roberta;RS
Erechim;4;Áurea;Roberta;RS
Erechim;4;Barão de Cotegipe;Roberta;RS
Erechim;4;Barra do Rio Azul;Roberta;RS
Erechim;4;Benjamin Constant do Sul;Roberta;RS
Erechim;4;Campinas do Sul;Roberta;RS
Erechim;4;Carlos Gomes;Roberta;RS
Erechim;4;Centenário;Roberta;RS
Erechim;4;Cruzaltense;Roberta;RS
Erechim;4;Entre Rios do Sul;Roberta;RS
Erechim;4;Erebango;Roberta;RS
Erechim;4;Erechim;Roberta;RS
Erechim;4;Erval Grande;Roberta;RS
Erechim;4;Estação;Roberta;RS
Erechim;4;Faxinalzinho;Roberta;RS
Erechim;4;Floriano Peixoto;Roberta;RS
Erechim;4;Gaurama;Roberta;RS
Erechim;4;Getúlio Vargas;Roberta;RS
Erechim;4;Ipiranga do Sul;Roberta;RS
Erechim;4;Itatiba do Sul;Roberta;RS
Erechim;4;Jacutinga;Roberta;RS
Erechim;4;Marcelino Ramos;Roberta;RS
Erechim;4;Mariano Moro;Roberta;RS
Erechim;4;Paulo Bento;Roberta;RS
Erechim;4;Ponte Preta;Roberta;RS
Erechim;4;Quatro Irmãos;Roberta;RS
Erechim;4;São Valentim;Roberta;RS
Erechim;4;Severiano de Almeida;Roberta;RS
Erechim;4;Três Arroios;Roberta;RS
Erechim;4;Viadutos;Roberta;RS
Sananduva;5;Barracão;Roberta;RS
Sananduva;5;Cacique Doble;Roberta;RS
Sananduva;5;Ibiaçá;Roberta;RS
Sananduva;5;Machadinho;Roberta;RS
Sananduva;5;Maximiliano de Almeida;Roberta;RS
Sananduva;5;Paim Filho;Roberta;RS
Sananduva;5;Sananduva;Roberta;RS
Sananduva;5;Santo Expedito do Sul;Roberta;RS
Sananduva;5;São João da Urtiga;Roberta;RS
Sananduva;5;São José do Ouro;Roberta;RS
Sananduva;5;Tupanci do Sul;Roberta;RS
Cerro Largo;6;Caibaté;Roberta;RS
Cerro Largo;6;Campina das Missões;Roberta;RS
Cerro Largo;6;Cerro Largo;Roberta;RS
Cerro Largo;6;Guarani das Missões;Roberta;RS
Cerro Largo;6;Mato Queimado;Roberta;RS
Cerro Largo;6;Porto Xavier;Roberta;RS
Cerro Largo;6;Roque Gonzales;Roberta;RS
Cerro Largo;6;Salvador das Missões;Roberta;RS
Cerro Largo;6;São Paulo das Missões;Roberta;RS
Cerro Largo;6;São Pedro do Butiá;Roberta;RS
Cerro Largo;6;Sete de Setembro;Roberta;RS
Santo Ângelo;7;Bossoroca;Roberta;RS
Santo Ângelo;7;Catuípe;Roberta;RS
Santo Ângelo;7;Dezesseis de Novembro;Roberta;RS
Santo Ângelo;7;Entre-Ijuís;Roberta;RS
Santo Ângelo;7;Eugênio de Castro;Roberta;RS
Santo Ângelo;7;Giruá;Roberta;RS
Santo Ângelo;7;Pirapó;Roberta;RS
Santo Ângelo;7;Rolador;Roberta;RS
Santo Ângelo;7;Santo Ângelo;Roberta;RS
Santo Ângelo;7;Santo Antônio das Missões;Roberta;RS
Santo Ângelo;7;São Luiz Gonzaga;Roberta;RS
Santo Ângelo;7;São Miguel das Missões;Roberta;RS
Santo Ângelo;7;São Nicolau;Roberta;RS
Santo Ângelo;7;Senador Salgado Filho;Roberta;RS
Santo Ângelo;7;Ubiretama;Roberta;RS
Santo Ângelo;7;Vitória das Missões;Roberta;RS
Ijuí;8;Ajuricaba;Roberta;RS
Ijuí;8;Alegria;Roberta;RS
Ijuí;8;Augusto Pestana;Roberta;RS
Ijuí;8;Bozano;Roberta;RS
Ijuí;8;Chiapetta;Roberta;RS
Ijuí;8;Condor;Roberta;RS
Ijuí;8;Coronel Barros;Roberta;RS
Ijuí;8;Coronel Bicaco;Roberta;RS
Ijuí;8;Ijuí;Roberta;RS
Ijuí;8;Inhacorá;Roberta;RS
Ijuí;8;Nova Ramada;Roberta;RS
Ijuí;8;Panambi;Roberta;RS
Ijuí;8;Pejuçara;Roberta;RS
Ijuí;8;Santo Augusto;Roberta;RS
Ijuí;8;São Valério do Sul;Roberta;RS
Carazinho;9;Almirante Tamandaré do Sul;Roberta;RS
Carazinho;9;Barra Funda;Roberta;RS
Carazinho;9;Boa Vista das Missões;Roberta;RS
Carazinho;9;Carazinho;Roberta;RS
Carazinho;9;Cerro Grande;Roberta;RS
Carazinho;9;Chapada;Roberta;RS
Carazinho;9;Coqueiros do Sul;Roberta;RS
Carazinho;9;Jaboticaba;Roberta;RS
Carazinho;9;Lajeado do Bugre;Roberta;RS
Carazinho;9;Nova Boa Vista;Roberta;RS
Carazinho;9;Novo Barreiro;Roberta;RS
Carazinho;9;Palmeira das Missões;Roberta;RS
Carazinho;9;Pinhal;Roberta;RS
Carazinho;9;Sagrada Família;Roberta;RS
Carazinho;9;Santo Antônio do Planalto;Roberta;RS
Carazinho;9;São José das Missões;Roberta;RS
Carazinho;9;São Pedro das Missões;Roberta;RS
Carazinho;9;Sarandi;Roberta;RS
Passo Fundo;10;Água Santa;Roberta;RS
Passo Fundo;11;Camargo;Roberta;RS
Passo Fundo;12;Casca;Roberta;RS
Passo Fundo;13;Caseiros;Roberta;RS
Passo Fundo;14;Charrua;Roberta;RS
Passo Fundo;15;Ciríaco;Roberta;RS
Passo Fundo;16;Coxilha;Roberta;RS
Passo Fundo;17;David Canabarro;Roberta;RS
Passo Fundo;18;Ernestina;Roberta;RS
Passo Fundo;19;Gentil;Roberta;RS
Passo Fundo;20;Ibiraiaras;Roberta;RS
Passo Fundo;21;Marau;Roberta;RS
Passo Fundo;22;Mato Castelhano;Roberta;RS
Passo Fundo;23;Muliterno;Roberta;RS
Passo Fundo;24;Nicolau Vergueiro;Roberta;RS
Passo Fundo;25;Passo Fundo;Roberta;RS
Passo Fundo;26;Pontão;Roberta;RS
Passo Fundo;27;Ronda Alta;Roberta;RS
Passo Fundo;28;Santa Cecília do Sul;Roberta;RS
